Module,Question (English),Answer (English),Service,Question (Arabic),Answer (Arabic),Keywords
OQOOD,Can I buy in non-freehold areas?,Only Emirati and GCC nationals can own properties in non-freehold areas.,Oqood,هل يمكنني الشراء في المناطق غير الحرة؟,يمكن لمواطني دولة الإمارات العربية المتحدة ودول مجلس التعاون الخليجي فقط تملك العقارات في المناطق غير المتمتعة بالتملك الحر.,"buy,non-freehold,areas"
OQOOD,Where can I register my sales transaction?,At any of the more than ten Registration Trustees offices in Dubai.And 1st sell can be regsitered only by the developers on Oqood system.,Oqood,أين يمكنني تسجيل معاملة البيع؟,في أي من مكاتب أمناء التسجيل التي يزيد عددها عن عشرة مكاتب في دبي، ويمكن تسجيل البيع الأول فقط من قبل المطورين على نظام ”عقود“.,"register,sales,transaction"
OQOOD,Can I buy off-plan property in Dubai?,"Yes, through the ""Sale pre-registeration"" service; required documents include a sales agreement SPA and identification documents.",Oqood,هل يمكنني شراء عقار غير مكتمل في دبي؟,نعم، من خلال خدمة ”التسجيل المسبق للبيع“؛ وتشمل المستندات المطلوبة اتفاقية البيع SPA والمستندات التعريفية.,"buy,offplan,property,dubai"
OQOOD,What are the fees for buying off-plan properties?,"Seller and buyer pay 2% of the sale value each, plus AED 10 for knowledge and innovation fees, and registration fees.",Oqood,ما هي الرسوم الخاصة بشراء العقارات غير المكتملة؟,يدفع كل من البائع والمشتري 2% من قيمة البيع لكل منهما، بالإضافة إلى 10 دراهم إماراتية مقابل رسوم المعرفة والابتكار، ورسوم التسجيل.,"fee,buying,offplan,property"
OQOOD,What documents are needed for off-plan property purchases?,"Sale agreement, Emirates ID, and Power of Attorney if applicable; companies must provide incorporation documents.",Oqood,ما هي المستندات المطلوبة لشراء عقار غير مكتمل؟,اتفاقية البيع، وبطاقة هوية إماراتية، وتوكيل رسمي إن أمكن؛ ويجب على الشركات تقديم مستندات التأسيس.,"document,offplan,property,purchases"
OQOOD,Can I purchase a property through a long-term lease?,"Yes, lease-to-own registration services are available for properties purchased through long-term leases.",Oqood,هل يمكنني شراء عقار من خلال إيجار طويل الأمد؟,نعم، تتوفر خدمات تسجيل عقد الإيجار المنتهي بالتمليك للعقارات المشتراة من خلال عقود إيجار طويلة الأجل.,"purchase,property,long-term,lease"
OQOOD,What are the required documents for lease-to-own registration?,"Sale contract, Emirates ID, passport (for non-residents), and commercial license (for companies).",Oqood,ما هي المستندات المطلوبة لتسجيل الإيجار بغرض التملك؟,عقد البيع، والهوية الإماراتية، وجواز السفر (لغير المقيمين)، والرخصة التجارية (للشركات).,"document,lease to own,registration"
OQOOD,What is the process for purchasing a mortgaged property?,"Apply to hold the property, settle the mortgage, and then proceed with the transfer process.",Oqood,ما هي إجراءات شراء عقار مرهون؟,تقديم طلب حيازة العقار، وتسوية الرهن، ثم المضي قدماً في عملية نقل الملكية.,"process,purchasing,mortgaged,property"
OQOOD,What fees are associated with buying a mortgaged property?,"Sale fees, title deed issuance fees, and map issuance fees, plus knowledge and innovation fees.",Oqood,ما هي الرسوم المرتبطة بشراء عقار مرهون؟,رسوم البيع، ورسوم إصدار سند الملكية، ورسوم إصدار الخريطة، بالإضافة إلى رسوم المعرفة والابتكار.,"fee,buying,mortgaged,property"
OQOOD,How do I obtain an NOC for a property purchase?,Request an electronic NOC from the developer via the Dubai REST application.,Oqood,ما هي الرسوم المرتبطة بشراء عقار مرهون؟,طلب شهادة عدم ممانعة إلكترونية من المطور عبر تطبيق دبي ريست.,"NOC,property,purchase"
OQOOD,What is the Oqood Portal Fee for off-plan sales?,"AED 1,000, paid as part of the developer registration process.",Oqood,كيف يمكنني الحصول على شهادة عدم ممانعة (NOC) لشراء عقار؟,"1,000 درهم إماراتي، تُدفع كجزء من عملية تسجيل المطور.","Oqood,portal,fee,off-plan"
OQOOD,How long does it take to register a sale?,"Service time is approximately 30 minutes, provided all required documents are complete.",Oqood,ما هي رسوم بوابة عقود (Oqood) للمبيعات على المخطط؟,مدة الخدمة 30 دقيقة تقريباً، شريطة اكتمال جميع المستندات المطلوبة.,"register,sale,time"
OQOOD,Can I purchase a property through installment payments?,"Yes, terms vary based on the agreement with the developer or financial institution.",Oqood,كم يستغرق تسجيل عملية البيع؟,نعم، تختلف الشروط بناءً على الاتفاق مع المطور أو المؤسسة المالية.,"purchase,property,installment "
OQOOD,Are there restrictions on foreigners purchasing property in Dubai?,"Yes, foreigners can only purchase properties in designated freehold areas.",Oqood,هل يمكنني شراء عقار من خلال نظام الدفعات بالتقسيط؟,نعم، يمكن للأجانب شراء العقارات في المناطق المخصصة للتملك الحر فقط.,"restriction,foreigner,purchasing,property,dubai"
Developer Flow,Can I purchase multiple properties under one sale registration?,No.,Oqood,ما هي مسؤوليات أمين التسجيل؟,لا يوجد,"purchase,properties,multiple,sale,registration"
Developer Flow,How do I initiate a termination request?,"To initiate a termination request, go to the developer flow, create and submit a request, select from the menu, and search/select the property.",Oqood,كيف أبدأ طلب الإنهاء؟,لبدء طلب الإنهاء، انتقل إلى تدفق المطور، وأنشئ الطلب وقدّمه، ثم اختر من القائمة وابحث عن العقار وحدده.,"Create request, Termination"
Legal Department Flow,What documents are required for submission?,You must fill in the required information and attach the necessary documents as per the procedure details before submitting the request for approval.,Oqood,ما هي الوثائق المطلوبة للتقديم؟,يجب ملء المعلومات المطلوبة وإرفاق الوثائق اللازمة وفقًا لتفاصيل الإجراء قبل إرسال الطلب للموافقة.,"Required documents, Approval"
Developer Flow,What happens during the initial audit?,"During the initial audit, the Legal Department reviews the submitted request, including all supporting documents, and then takes the appropriate action.",Oqood,ماذا يحدث أثناء التدقيق المبدئي؟,أثناء التدقيق المبدئي، تقوم الإدارة القانونية بمراجعة الطلب المقدم بما في ذلك جميع الوثائق الداعمة، ثم تتخذ الإجراءات المناسبة.,"Legal audit, Request review"
Bank Flow,How can I print the termination notification?,"To print the notification, select from the menu, search for the procedure, open procedure details, and print the notification as per instructions.",Oqood,كيف يمكنني طباعة إشعار الإنهاء؟,لطباعة الإشعار، اختر من القائمة، وابحث عن الإجراء، وافتح تفاصيل الإجراء، ثم قم بطباعة الإشعار وفقًا للتعليمات.,"Notification print, Termination"
